0,1,41915,0.000000,41915,0.000000
1,64,50953,547.042053,41452,244.213028
2,1583,81430,677.936584,52006,381.368591
3,14031,51659,699.657776,80081,392.625763
4,39617,53283,711.674072,9172,387.517731
5,32860,39457,715.786255,83719,414.242676
6,10518,54968,716.368591,47630,463.931030
7,1052,53891,711.501221,47389,470.232910
8,85,26601,703.565186,29381,485.579041
9,6,26130,661.560303,26237,578.527466
Total BFS discovery time = 85.331348 ms
